CASENUM,CASENAME,ENV_SET,JOB_ID,PROFILING_MODE,PROFILING_OPTIONS,FP_POINT,BP_POINT,AICPU_PROFILING_MODE,SERVER_ID,DEVICE_ID,RUN_ALGORITHM_CMD,CHECKPOINT_DIR
# 1P Test
1,case_bert_nv_finetune_squad_1p_host_test,npu_set_env.sh,bert_nv_finetune_squad_1p_test,false,training_trace,bert/embeddings/GatherV2,apply_grads/NpuClearFloatStatus,false,127.0.0.1,0,/code/bert-nv-npu-squad/run_squad.py --vocab_file=/home/liuran/e2e_func_node/data/ckpt/bert/uncased_L-12_H-768_A-12/vocab.txt --bert_config_file=/home/liuran/e2e_func_node/data/ckpt/bert/uncased_L-12_H-768_A-12/bert_config.json --init_checkpoint=/home/liuran/e2e_func_node/data/ckpt/bert/uncased_L-12_H-768_A-12/bert_model.ckpt --do_train=True --train_file=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/train-v2.0.json --input_files_dir=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/tfrecord/train --use_tfrecord=True --do_predict=False --predict_file=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/dev-v2.0.json --eval_script=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/evaluate-v2.0.py --train_batch_size=32 --learning_rate=5.6e-6 --num_train_epochs=2 --max_seq_length=384 --doc_stride=128 --amp=True --npu_bert_debug=False --npu_bert_use_tdt=True --iterations_per_loop=1 --num_train_steps=10 --save_checkpoints_steps=10 --npu_bert_clip_by_global_norm=True --distributed=False --npu_bert_loss_scale=0 --version_2_with_negative=True --predict_batch_size=1 --output_dir=/home/liuran/e2e_func_node/result/${RANK_ID}/ckpt${DEVICE_ID}

# 1P Accuracy
2,case_bert_nv_finetune_squad_1p_host_accuracy,npu_set_env.sh,bert_nv_finetune_squad_1p_acc,false,training_trace,bert/embeddings/GatherV2,apply_grads/NpuClearFloatStatus,false,127.0.0.1,0,/code/bert-nv-npu-squad/run_squad.py --vocab_file=/home/liuran/e2e_func_node/data/ckpt/bert/uncased_L-12_H-768_A-12/vocab.txt --bert_config_file=/home/liuran/e2e_func_node/data/ckpt/bert/uncased_L-12_H-768_A-12/bert_config.json --init_checkpoint=/home/liuran/e2e_func_node/data/ckpt/bert/uncased_L-12_H-768_A-12/bert_model.ckpt --do_train=True --train_file=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/train-v2.0.json --input_files_dir=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/tfrecord/train --use_tfrecord=False --do_predict=True --predict_file=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/dev-v2.0.json --eval_script=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/evaluate-v2.0.py --train_batch_size=32 --learning_rate=5.6e-5 --num_train_epochs=2 --max_seq_length=384 --doc_stride=128 --amp=True --npu_bert_debug=False --npu_bert_use_tdt=True --iterations_per_loop=100 --save_checkpoints_steps=1000 --npu_bert_clip_by_global_norm=True --distributed=False --npu_bert_loss_scale=0 --version_2_with_negative=True --predict_batch_size=1 --output_dir=/home/liuran/e2e_func_node/result/${RANK_ID}/ckpt${DEVICE_ID}

# 1P No Train Only Predict
3,case_bert_nv_finetune_squad_1p_host_accuracy_only_predict,npu_set_env.sh,bert_nv_finetune_squad_1p_acc_only_predict,false,training_trace,bert/embeddings/GatherV2,apply_grads/NpuClearFloatStatus,false,127.0.0.1,0,/code/bert-nv-npu-squad/run_squad.py --vocab_file=/home/liuran/e2e_func_node/data/ckpt/bert/uncased_L-12_H-768_A-12/vocab.txt --bert_config_file=/home/liuran/e2e_func_node/data/ckpt/bert/uncased_L-12_H-768_A-12/bert_config.json --init_checkpoint=/home/liuran/e2e_func_node/data/ckpt/bert/base_squad_v2.0/model.ckpt-8200 --do_train=False --train_file=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/train-v2.0.json --input_files_dir=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/tfrecord/train --use_tfrecord=True --do_predict=True --predict_file=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/dev-v2.0.json --eval_script=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/evaluate-v2.0.py --train_batch_size=32 --learning_rate=5.6e-5 --num_train_epochs=2 --max_seq_length=384 --doc_stride=128 --amp=True --npu_bert_debug=False --npu_bert_use_tdt=True --iterations_per_loop=100 --save_checkpoints_steps=1000 --npu_bert_clip_by_global_norm=True --distributed=False --npu_bert_loss_scale=0 --version_2_with_negative=True --predict_batch_size=1 --output_dir=/home/liuran/e2e_func_node/result/${RANK_ID}/ckpt${DEVICE_ID}

# 8P Test
4,case_bert_nv_finetune_squad_8p_host_test,npu_set_env.sh,bert_nv_finetune_squad_8p_test,false,training_trace,bert/embeddings/GatherV2,apply_grads/NpuClearFloatStatus,false,127.0.0.1,0 1 2 3 4 5 6 7,/code/bert-nv-npu-squad/run_squad.py --vocab_file=/home/liuran/e2e_func_node/data/ckpt/bert/uncased_L-12_H-768_A-12/vocab.txt --bert_config_file=/home/liuran/e2e_func_node/data/ckpt/bert/uncased_L-12_H-768_A-12/bert_config.json --init_checkpoint=/home/liuran/e2e_func_node/data/ckpt/bert/uncased_L-12_H-768_A-12/bert_model.ckpt --do_train=True --train_file=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/train-v2.0.json --input_files_dir=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/tfrecord/8p_test --use_tfrecord=True --do_predict=False --predict_file=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/dev-v2.0.json --eval_script=/home/liuran/e2e_func_node/data/dataset/bert/finetune/squad_v2.0/evaluate-v2.0.py --train_batch_size=32 --learning_rate=5.6e-6 --num_train_epochs=2 --max_seq_length=384 --doc_stride=128 --amp=True --npu_bert_debug=False --npu_bert_use_tdt=True --iterations_per_loop=1 --num_train_steps=10 --save_checkpoints_steps=10 --npu_bert_clip_by_global_norm=True --distributed=True --npu_bert_loss_scale=0 --version_2_with_negative=True --predict_batch_size=1 --output_dir=/home/liuran/e2e_func_node/result/${RANK_ID}/ckpt${DEVICE_ID}

